whsturn:whsturn - rdf:about,whsturn:whsturn - dc:type,whsturn:whsturn - dc:title,whsturn:whsturn - rdfs:seeAlso - rdf:resource,whsturn:whsturn - collex:genre,whsturn:whsturn - collex:archive,whsturn:whsturn - collex:federation,whsturn:whsturn - collex:discipline,whsturn:whsturn - role:PBL,whsturn:whsturn - dc:date,whsturn:whsturn - dc:date - collex:date - rdf:value,whsturn:whsturn - dc:date - collex:date - rdfs:label,whsturn:whsturn - role:CRE,whsturn:whsturn - dc:language,whsturn:whsturn - dc:subject
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33405,Codex,"30 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Iron County, Tourism History Rooted in Forest Resources",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33405,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33406,Codex,"31 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Iron County, Tourism History Rooted in Forest Resources",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33406,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33407,Codex,"32 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Iron County, Tourism History Rooted in Forest Resources",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33407,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33408,Codex,"33 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Transition from Logging Camp to Resort",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33408,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33409,Codex,"34 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Transition from Logging Camp to Resort",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33409,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33410,Codex,"35 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Transition from Logging Camp to Resort",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33410,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33411,Codex,"36 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Transition from Logging Camp to Resort",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33411,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33412,Codex,"37 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Transition from Logging Camp to Resort",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33412,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33413,Codex,"38 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Transition from Logging Camp to Resort",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33413,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33414,Codex,"39 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Human Side",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33414,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33415,Codex,"40 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Human Side",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33415,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33416,Codex,"41 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Human Side",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33416,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33417,Codex,"42 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Human Side",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33417,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33418,Codex,"43 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin The Human Side",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33418,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33419,Codex,"44 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin IXL - A Case History of Forest History and Tourism",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33419,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33420,Codex,"45 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33420,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33421,Codex,"46 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33421,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33422,Codex,"47 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33422,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33423,Codex,"48 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33423,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33424,Codex,"49 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33424,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33425,Codex,"50 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33425,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33426,Codex,"51 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33426,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33427,Codex,"52 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33427,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33428,Codex,"53 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33428,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33429,Codex,"54 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33429,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33430,Codex,"[blank] """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33430,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33431,Codex,"[blank] """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33431,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33432,Codex,"55 """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin Other materials",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33432,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33433,Codex,"[blank] """"Forest History's Impact on the Growth of Tourism in North Central Wisconsin",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33433,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33434,Codex,"Title page ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River""",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33434,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33435,Codex,"Title page ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River""",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33435,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33436,Codex,"1 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33436,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33437,Codex,"[blank] ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33437,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33438,Codex,"3 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33438,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33439,Codex,"4 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33439,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33440,Codex,"5 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33440,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33441,Codex,"6 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33441,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33442,Codex,"7 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33442,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33443,Codex,"8 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33443,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33444,Codex,"9 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33444,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33445,Codex,"10 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33445,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33446,Codex,"11 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33446,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33447,Codex,"12 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Preliminaries",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33447,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33448,Codex,"13 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1848",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33448,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33449,Codex,"14 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1849",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33449,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33450,Codex,"15 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1850",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33450,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33451,Codex,"16 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1851",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33451,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33452,Codex,"17 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1852",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33452,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33453,Codex,"18 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1853",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33453,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33454,Codex,"19 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1854",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33454,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33455,Codex,"20 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1855",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33455,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33456,Codex,"21 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1856",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33456,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33457,Codex,"22 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Keynote Address - The Wisconsin River in 1857",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33457,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33458,Codex,"23 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33458,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33459,Codex,"24 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33459,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33460,Codex,"25 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33460,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33461,Codex,"26 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33461,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33462,Codex,"27 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33462,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33463,Codex,"28 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33463,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33464,Codex,"29 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33464,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33465,Codex,"30 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills at the 'Gateway to the Wisconsin River Pinery' (Stevens Point)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33465,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33466,Codex,"31 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Little Bull Falls (Mosinee)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33466,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33467,Codex,"32 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Little Bull Falls (Mosinee)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33467,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33468,Codex,"33 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Little Bull Falls (Mosinee)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33468,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33469,Codex,"34 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Little Bull Falls (Mosinee)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33469,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33470,Codex,"35 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Little Bull Falls (Mosinee)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33470,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33471,Codex,"36 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Little Bull Falls (Mosinee)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33471,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33472,Codex,"37 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Big Bull Falls (Wausau)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33472,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33473,Codex,"38 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Big Bull Falls (Wausau)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33473,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33474,Codex,"39 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Big Bull Falls (Wausau)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33474,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33475,Codex,"40 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Big Bull Falls (Wausau)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33475,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33476,Codex,"41 ""Sawmills and Pioneer Lumbermen of the 19th Century Along the Central Wisconsin River"" Sawmills of Big Bull Falls (Wausau)",http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/33476,Unspecified,turningpoints-whs,GLA,History,,,"1996, 2006",1996-2006,Forest History Association of Wisconsin,,
