whsturn:whsturn - rdf:about,whsturn:whsturn - dc:type,whsturn:whsturn - dc:title,whsturn:whsturn - rdfs:seeAlso - rdf:resource,whsturn:whsturn - collex:genre,whsturn:whsturn - collex:archive,whsturn:whsturn - collex:federation,whsturn:whsturn - collex:discipline,whsturn:whsturn - role:PBL,whsturn:whsturn - dc:date,whsturn:whsturn - dc:date - collex:date - rdf:value,whsturn:whsturn - dc:date - collex:date - rdfs:label,whsturn:whsturn - role:CRE,whsturn:whsturn - dc:language,whsturn:whsturn - dc:subject
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65011,Manuscript,Page 53,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65011,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65012,Manuscript,Page 54,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65012,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65013,Manuscript,Page 55,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65013,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65014,Manuscript,Page 56,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65014,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65015,Manuscript,Page 57,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65015,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65016,Manuscript,Page 58,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65016,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65017,Manuscript,Page 59,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65017,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65018,Manuscript,Page 60,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65018,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65019,Manuscript,Page 61,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65019,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65020,Manuscript,Page 62,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65020,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65021,Manuscript,Page 63,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65021,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65022,Manuscript,Page 64,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65022,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65023,Manuscript,Page 65,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65023,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65024,Manuscript,Page 66,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65024,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65025,Manuscript,Page 67,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65025,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65026,Manuscript,Page 68,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65026,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65027,Manuscript,Page 69,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65027,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65028,Manuscript,Page 70,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65028,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65029,Manuscript,Page 71,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65029,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65030,Manuscript,Page 72,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65030,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65031,Manuscript,Page 73,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65031,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65032,Manuscript,Page 74,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65032,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65033,Manuscript,Page 75,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65033,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65034,Manuscript,Page 76,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65034,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65035,Manuscript,Advice to farm women,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65035,Unspecified,turningpoints-whs,GLA,History,Wisconsin Historical Society,,"1912, 1916",1912-1916,"Jones, Nellie Kedzie, 1858-1956",English,Female
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65823,Codex,Front cover,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65823,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65824,Codex,Inside front cover,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65824,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65825,Codex,Page 1,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65825,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65826,Codex,Page 2,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65826,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65827,Codex,Page 3,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65827,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65828,Codex,Page 4,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65828,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65829,Codex,Page 5,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65829,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65830,Codex,Page 6,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65830,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65831,Codex,Page 7,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65831,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65832,Codex,Page 8,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65832,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65833,Codex,Page 9,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65833,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65834,Codex,Page 10-11,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65834,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65835,Codex,Page 12,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65835,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65836,Codex,Page 13,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65836,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65837,Codex,Page 14,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65837,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65838,Codex,Page 15,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65838,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65839,Codex,Page 16,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65839,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65840,Codex,Page 17,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65840,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65841,Codex,Page 18,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65841,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65842,Codex,Page 19,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65842,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65843,Codex,Page 20,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65843,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65844,Codex,Page 21,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65844,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65845,Codex,Page 22,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65845,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65846,Codex,Page 23,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65846,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65847,Codex,Page 24-25,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65847,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65848,Codex,Page 26,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65848,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65849,Codex,Page 27,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65849,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65850,Codex,Page 28,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65850,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65851,Codex,Page 29,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65851,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65852,Codex,Page 30,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65852,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65853,Codex,Page 31,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65853,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65854,Codex,Page 32,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65854,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65855,Codex,Page 33,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65855,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65856,Codex,Page 34,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65856,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65857,Codex,Page 35,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65857,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65858,Codex,Page 36,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65858,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65859,Codex,Page 37,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65859,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65860,Codex,Page 38,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65860,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65861,Codex,Page 39,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65861,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65862,Codex,Page 40,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65862,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65863,Codex,Page 41,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65863,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65864,Codex,Page 42,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65864,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65865,Codex,Page 43,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65865,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65866,Codex,Page 44,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65866,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65867,Codex,Page 45,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65867,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65868,Codex,Page 46,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65868,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65869,Codex,Page 47,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65869,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65870,Codex,Page 48,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65870,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65871,Codex,Inside back cover,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65871,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65872,Codex,Back cover,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65872,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65873,Codex,Front cover,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65873,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65874,Codex,Inside front cover,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65874,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65875,Codex,Page 1,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65875,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
,,,,,,,,,1957,,,,,
http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65876,Codex,Page 2,http://cdm15932.contentdm.oclc.org:80/cdm/ref/collection/tp/id/65876,Unspecified,turningpoints-whs,GLA,History,"Milwaukee, Wis.",1954,,,Milwaukee Braves (Baseball team),English,
,,,,,,,,,1955,,,,,
